CITED2	CITED2
LINC01625	LINC01625
FILNC1	FILNC1
AL035446.1	AL035446.1
VTA1	VTA1
ADGRG6	ADGRG6
HIVEP2	HIVEP2
AL023584.2	AL023584.2
AL355304.1	AL355304.1
LINC01277	LINC01277
AL023581.2	AL023581.2
AIG1	AIG1
ADAT2	ADAT2
PEX3	PEX3
FUCA2	FUCA2
PHACTR2	PHACTR2
LTV1	LTV1
PLAGL1	PLAGL1
HYMAI	HYMAI
SF3B5	SF3B5
STX11	STX11
UTRN	UTRN
EPM2A	EPM2A
AL023806.1	AL023806.1
AL356599.1	AL356599.1
FBXO30	FBXO30
SHPRH	SHPRH
RAB32	RAB32
STXBP5-AS1	STXBP5-AS1
STXBP5	STXBP5
SAMD5	SAMD5
SASH1	SASH1
UST	UST
AL031056.1	AL031056.1
TAB2	TAB2
SUMO4	SUMO4
ZC3H12D	ZC3H12D
PPIL4	PPIL4
GINM1	GINM1
AL078581.2	AL078581.2
KATNA1	KATNA1
LATS1	LATS1
AL358852.1	AL358852.1
NUP43	NUP43
PCMT1	PCMT1
AL355312.2	AL355312.2
LRP11	LRP11
AL355312.4	AL355312.4
RAET1G	RAET1G
ULBP2	ULBP2
ULBP1	ULBP1
ULBP3	ULBP3
PPP1R14C	PPP1R14C
IYD	IYD
PLEKHG1	PLEKHG1
AL450344.3	AL450344.3
AL450344.1	AL450344.1
MTHFD1L	MTHFD1L
AKAP12	AKAP12
ZBTB2	ZBTB2
RMND1	RMND1
ARMT1	ARMT1
CCDC170	CCDC170
ESR1	ESR1
SYNE1	SYNE1
LINC02840	LINC02840
FBXO5	FBXO5
AL080276.2	AL080276.2
MTRF1L	MTRF1L
RGS17	RGS17
AL590867.1	AL590867.1
OPRM1	OPRM1
IPCEF1	IPCEF1
CNKSR3	CNKSR3
SCAF8	SCAF8
TIAM2	TIAM2
AL596202.1	AL596202.1
TFB1M	TFB1M
AL355297.3	AL355297.3
ARID1B	ARID1B
AL355297.4	AL355297.4
TMEM242	TMEM242
AL117344.2	AL117344.2
ZDHHC14	ZDHHC14
SNX9	SNX9
AL035634.1	AL035634.1
SYNJ2	SYNJ2
AL139330.1	AL139330.1
SERAC1	SERAC1
GTF2H5	GTF2H5
TULP4	TULP4
AL360169.2	AL360169.2
TMEM181	TMEM181
DYNLT1	DYNLT1
SYTL3	SYTL3
EZR	EZR
AL627422.2	AL627422.2
C6orf99	C6orf99
RSPH3	RSPH3
AL035530.2	AL035530.2
TAGAP	TAGAP
AL356417.3	AL356417.3
AL356417.1	AL356417.1
FNDC1	FNDC1
AL078604.2	AL078604.2
SOD2	SOD2
WTAP	WTAP
SOD2-OT1	SOD2-OT1
ACAT2	ACAT2
TCP1	TCP1
MRPL18	MRPL18
PNLDC1	PNLDC1
AL035691.1	AL035691.1
MAS1	MAS1
IGF2R	IGF2R
AIRN	AIRN
SLC22A1	SLC22A1
AL139393.3	AL139393.3
MAP3K4	MAP3K4
AGPAT4	AGPAT4
PRKN	PRKN
CAHM	CAHM
QKI	QKI
AL078602.1	AL078602.1
TBXT	TBXT
AL121956.1	AL121956.1
SFT2D1	SFT2D1
AL022069.3	AL022069.3
MPC1	MPC1
AL022069.1	AL022069.1
RPS6KA2	RPS6KA2
RAMACL	RAMACL
RNASET2	RNASET2
Z94721.3	Z94721.3
FGFR1OP	FGFR1OP
CCR6	CCR6
AL121935.1	AL121935.1
AL121935.2	AL121935.2
GPR31	GPR31
AFDN-DT	AFDN-DT
AFDN	AFDN
KIF25	KIF25
LINC02544	LINC02544
BX322234.1	BX322234.1
THBS2	THBS2
AL009176.1	AL009176.1
WDR27	WDR27
C6orf120	C6orf120
PHF10	PHF10
AL354892.2	AL354892.2
TCTE3	TCTE3
ERMARD	ERMARD
AL354892.3	AL354892.3
LINC00574	LINC00574
AL603783.1	AL603783.1
DLL1	DLL1
FAM120B	FAM120B
AL008628.1	AL008628.1
PSMB1	PSMB1
TBP	TBP
PDCD2	PDCD2
AL672310.1	AL672310.1
AC215522.2	AC215522.2
AC093627.5	AC093627.5
AC093627.4	AC093627.4
FAM20C	FAM20C
PDGFA	PDGFA
AC147651.1	AC147651.1
PRKAR1B	PRKAR1B
AC147651.4	AC147651.4
DNAAF5	DNAAF5
SUN1	SUN1
GET4	GET4
AC073957.3	AC073957.3
ADAP1	ADAP1
COX19	COX19
C7orf50	C7orf50
GPR146	GPR146
GPER1	GPER1
ZFAND2A	ZFAND2A
AC091729.3	AC091729.3
MICALL2	MICALL2
AC102953.2	AC102953.2
INTS1	INTS1
MAFK	MAFK
TMEM184A	TMEM184A
PSMG3	PSMG3
PSMG3-AS1	PSMG3-AS1
ELFN1-AS1	ELFN1-AS1
MAD1L1	MAD1L1
MRM2	MRM2
NUDT1	NUDT1
SNX8	SNX8
EIF3B	EIF3B
CHST12	CHST12
LFNG	LFNG
BRAT1	BRAT1
IQCE	IQCE
TTYH3	TTYH3
AMZ1	AMZ1
GNA12	GNA12
CARD11	CARD11
AC024028.1	AC024028.1
SDK1	SDK1
AC072054.1	AC072054.1
FOXK1	FOXK1
AC092428.1	AC092428.1
AP5Z1	AP5Z1
RADIL	RADIL
RBAK	RBAK
RBAKDN	RBAKDN
WIPI2	WIPI2
SLC29A4	SLC29A4
TNRC18	TNRC18
AC092171.4	AC092171.4
AC092171.3	AC092171.3
AC092171.5	AC092171.5
FBXL18	FBXL18
AC092171.2	AC092171.2
ACTB	ACTB
AC006483.2	AC006483.2
FSCN1	FSCN1
RNF216	RNF216
CCZ1	CCZ1
RSPH10B	RSPH10B
PMS2	PMS2
AIMP2	AIMP2
EIF2AK1	EIF2AK1
USP42	USP42
CYTH3	CYTH3
FAM220A	FAM220A
RAC1	RAC1
DAGLB	DAGLB
KDELR2	KDELR2
ZDHHC4	ZDHHC4
C7orf26	C7orf26
ZNF853	ZNF853
ZNF316	ZNF316
AC073343.2	AC073343.2
ZNF12	ZNF12
CCZ1B	CCZ1B
C1GALT1	C1GALT1
AC005532.1	AC005532.1
AC004982.1	AC004982.1
AC004982.2	AC004982.2
MIOS	MIOS
RPA3	RPA3
UMAD1	UMAD1
AC006042.4	AC006042.4
GLCCI1	GLCCI1
ICA1	ICA1
NDUFA4	NDUFA4
PHF14	PHF14
TMEM106B	TMEM106B
VWDE	VWDE
SCIN	SCIN
ARL4A	ARL4A
AC011287.1	AC011287.1
ETV1	ETV1
CRPPA	CRPPA
AC005014.2	AC005014.2
ANKMY2	ANKMY2
BZW2	BZW2
TSPAN13	TSPAN13
AGR2	AGR2
AHR	AHR
AC073332.1	AC073332.1
AC019117.2	AC019117.2
AC019117.1	AC019117.1
SNX13	SNX13
HDAC9	HDAC9
TWIST1	TWIST1
TWISTNB	TWISTNB
AC005062.1	AC005062.1
MACC1	MACC1
AC005083.1	AC005083.1
AC099342.1	AC099342.1
AC004130.2	AC004130.2
ITGB8	ITGB8
ABCB5	ABCB5
SP4	SP4
DNAH11	DNAH11
CDCA7L	CDCA7L
RAPGEF5	RAPGEF5
STEAP1B	STEAP1B
AC002480.1	AC002480.1
AC002480.2	AC002480.2
AC073072.1	AC073072.1
IL6	IL6
TOMM7	TOMM7
SNHG26	SNHG26
FAM126A	FAM126A
KLHL7-DT	KLHL7-DT
KLHL7	KLHL7
NUP42	NUP42
AC005082.1	AC005082.1
GPNMB	GPNMB
MALSU1	MALSU1
IGF2BP3	IGF2BP3
TRA2A	TRA2A
CCDC126	CCDC126
FAM221A	FAM221A
STK31	STK31
MPP6	MPP6
GSDME	GSDME
AC003093.1	AC003093.1
OSBPL3	OSBPL3
CYCS	CYCS
C7orf31	C7orf31
AC010719.1	AC010719.1
NFE2L3	NFE2L3
HNRNPA2B1	HNRNPA2B1
CBX3	CBX3
SNX10	SNX10
AC004540.2	AC004540.2
AC004540.1	AC004540.1
SKAP2	SKAP2
HOXA1	HOXA1
HOTAIRM1	HOTAIRM1
HOXA3	HOXA3
HOXA-AS2	HOXA-AS2
HOXA4	HOXA4
HOXA5	HOXA5
HOXA7	HOXA7
HOXA9	HOXA9
HOXA10-AS	HOXA10-AS
HOXA10	HOXA10
HOXA11	HOXA11
HIBADH	HIBADH
TAX1BP1	TAX1BP1
JAZF1	JAZF1
JAZF1-AS1	JAZF1-AS1
CREB5	CREB5
AC005162.3	AC005162.3
CPVL	CPVL
CHN2	CHN2
AC004593.2	AC004593.2
WIPF3	WIPF3
SCRN1	SCRN1
AC007285.1	AC007285.1
FKBP14	FKBP14
PLEKHA8	PLEKHA8
MTURN	MTURN
AC007036.2	AC007036.2
AC007036.3	AC007036.3
AC007036.1	AC007036.1
ZNRF2	ZNRF2
LINC01176	LINC01176
NOD1	NOD1
AC006027.1	AC006027.1
GGCT	GGCT
GARS-DT	GARS-DT
AC005154.3	AC005154.3
GARS	GARS
MINDY4	MINDY4
PDE1C	PDE1C
LSM5	LSM5
AVL9	AVL9
AC018645.3	AC018645.3
LINC00997	LINC00997
KBTBD2	KBTBD2
FKBP9	FKBP9
NT5C3A	NT5C3A
RP9	RP9
BBS9	BBS9
DPY19L1	DPY19L1
AC005400.1	AC005400.1
AC018647.3	AC018647.3
HERPUD2	HERPUD2
AC018647.2	AC018647.2
AC018647.1	AC018647.1
SEPTIN7-AS1	SEPTIN7-AS1
SEPTIN7	SEPTIN7
EEPD1	EEPD1
KIAA0895	KIAA0895
ANLN	ANLN
AOAH	AOAH
AC007349.3	AC007349.3
AC007349.2	AC007349.2
ELMO1	ELMO1
ELMO1-AS1	ELMO1-AS1
GPR141	GPR141
EPDR1	EPDR1
NME8	NME8
SFRP4	SFRP4
STARD3NL	STARD3NL
TRGC2	TRGC2
TRGC1	TRGC1
TRGV10	TRGV10
TRGV9	TRGV9
AC006033.2	AC006033.2
TRGV8	TRGV8
TRGV7	TRGV7
TRG-AS1	TRG-AS1
TRGV5	TRGV5
TRGV4	TRGV4
TRGV3	TRGV3
TRGV2	TRGV2
AMPH	AMPH
VPS41	VPS41
YAE1	YAE1
AC004837.4	AC004837.4
RALA	RALA
LINC00265	LINC00265
AC072061.1	AC072061.1
CDK13	CDK13
MPLKIP	MPLKIP
SUGCT	SUGCT
AC004988.1	AC004988.1
INHBA	INHBA
INHBA-AS1	INHBA-AS1
AC010132.4	AC010132.4
C7orf25	C7orf25
PSMA2	PSMA2
MRPL32	MRPL32
STK17A	STK17A
COA1	COA1
BLVRA	BLVRA
MRPS24	MRPS24
URGCP	URGCP
UBE2D4	UBE2D4
SPDYE1	SPDYE1
AC004951.1	AC004951.1
LINC00957	LINC00957
DBNL	DBNL
PGAM2	PGAM2
POLM	POLM
AEBP1	AEBP1
POLD2	POLD2
YKT6	YKT6
CAMK2B	CAMK2B
NUDCD3	NUDCD3
NPC1L1	NPC1L1
DDX56	DDX56
TMED4	TMED4
AC004938.2	AC004938.2
OGDH	OGDH
ZMIZ2	ZMIZ2
PPIA	PPIA
H2AFV	H2AFV
LINC01952	LINC01952
PURB	PURB
AC004854.2	AC004854.2
AC004847.1	AC004847.1
MYO1G	MYO1G
SNHG15	SNHG15
CCM2	CCM2
NACAD	NACAD
TBRG4	TBRG4
ADCY1	ADCY1
IGFBP3	IGFBP3
AC073115.1	AC073115.1
AC087175.1	AC087175.1
TNS3	TNS3
PKD1L1	PKD1L1
HUS1	HUS1
C7orf57	C7orf57
UPP1	UPP1
ABCA13	ABCA13
VWC2	VWC2
IKZF1	IKZF1
FIGNL1	FIGNL1
GRB10	GRB10
COBL	COBL
SEC61G	SEC61G
EGFR	EGFR
LANCL2	LANCL2
VOPP1	VOPP1
ZNF713	ZNF713
NIPSNAP2	NIPSNAP2
MRPS17	MRPS17
PSPH	PSPH
CCT6A	CCT6A
SUMF2	SUMF2
PHKG1	PHKG1
CHCHD2	CHCHD2
AC118758.3	AC118758.3
ZNF727	ZNF727
ZNF736	ZNF736
ZNF680	ZNF680
ZNF107	ZNF107
ZNF138	ZNF138
ZNF273	ZNF273
AC073349.1	AC073349.1
ZNF117	ZNF117
ERV3-1	ERV3-1
ZNF92	ZNF92
AC093582.1	AC093582.1
VKORC1L1	VKORC1L1
GUSB	GUSB
ASL	ASL
CRCP	CRCP
TPST1	TPST1
LINC00174	LINC00174
AC008267.5	AC008267.5
KCTD7	KCTD7
AC006001.2	AC006001.2
RABGEF1	RABGEF1
AC027644.3	AC027644.3
LINC02604	LINC02604
TMEM248	TMEM248
SBDS	SBDS
TYW1	TYW1
SPDYE21P	SPDYE21P
AC006480.2	AC006480.2
AUTS2	AUTS2
CALN1	CALN1
TYW1B	TYW1B
POM121	POM121
AC211476.2	AC211476.2
AC211476.6	AC211476.6
NSUN5	NSUN5
FKBP6	FKBP6
BAZ1B	BAZ1B
BCL7B	BCL7B
TBL2	TBL2
MLXIPL	MLXIPL
VPS37D	VPS37D
DNAJC30	DNAJC30
BUD23	BUD23
STX1A	STX1A
ABHD11	ABHD11
CLDN3	CLDN3
CLDN4	CLDN4
METTL27	METTL27
ELN-AS1	ELN-AS1
LIMK1	LIMK1
EIF4H	EIF4H
LAT2	LAT2
RFC2	RFC2
AC005081.1	AC005081.1
CLIP2	CLIP2
GTF2IRD1	GTF2IRD1
GTF2I	GTF2I
AC211433.1	AC211433.1
NCF1	NCF1
GTF2IRD2	GTF2IRD2
CASTOR2	CASTOR2
RCC1L	RCC1L
GTF2IRD2B	GTF2IRD2B
AC211486.5	AC211486.5
TRIM73	TRIM73
POM121C	POM121C
SPDYE5	SPDYE5
HIP1	HIP1
RHBDD2	RHBDD2
POR	POR
TMEM120A	TMEM120A
STYXL1	STYXL1
MDH2	MDH2
HSPB1	HSPB1
YWHAG	YWHAG
SSC4D	SSC4D
ZP3	ZP3
DTX2	DTX2
UPK3B	UPK3B
SPDYE16	SPDYE16
POMZP3	POMZP3
CCDC146	CCDC146
FGL2	FGL2
GSAP	GSAP
AC004921.1	AC004921.1
AC004921.2	AC004921.2
PTPN12	PTPN12
APTR	APTR
RSBN1L	RSBN1L
TMEM60	TMEM60
PHTF2	PHTF2
AC004990.1	AC004990.1
MAGI2	MAGI2
MAGI2-AS3	MAGI2-AS3
GNAI1	GNAI1
CD36	CD36
SEMA3C	SEMA3C
HGF	HGF
CACNA2D1	CACNA2D1
SEMA3E	SEMA3E
SEMA3A	SEMA3A
GRM3	GRM3
KIAA1324L	KIAA1324L
AC005076.1	AC005076.1
DMTF1	DMTF1
TMEM243	TMEM243
TP53TG1	TP53TG1
CROT	CROT
ABCB4	ABCB4
ABCB1	ABCB1
RUNDC3B	RUNDC3B
SLC25A40	SLC25A40
DBF4	DBF4
ADAM22	ADAM22
SRI	SRI
AC003991.2	AC003991.2
AC003991.1	AC003991.1
STEAP4	STEAP4
STEAP1	STEAP1
STEAP2	STEAP2
CFAP69	CFAP69
GTPBP10	GTPBP10
CLDN12	CLDN12
CDK14	CDK14
AC002456.1	AC002456.1
FZD1	FZD1
AC079760.2	AC079760.2
MTERF1	MTERF1
AKAP9	AKAP9
CYP51A1	CYP51A1
CYP51A1-AS1	CYP51A1-AS1
LRRD1	LRRD1
KRIT1	KRIT1
ANKIB1	ANKIB1
GATAD1	GATAD1
AC007566.1	AC007566.1
ERVW-1	ERVW-1
PEX1	PEX1
RBM48	RBM48
FAM133B	FAM133B
CDK6	CDK6
AC000065.2	AC000065.2
AC000065.1	AC000065.1
SAMD9	SAMD9
SAMD9L	SAMD9L
VPS50	VPS50
TFPI2	TFPI2
GNG11	GNG11
BET1	BET1
AC003092.1	AC003092.1
COL1A2	COL1A2
CASD1	CASD1
SGCE	SGCE
PEG10	PEG10
PPP1R9A	PPP1R9A
PON2	PON2
AC002451.1	AC002451.1
PDK4	PDK4
DYNC1I1	DYNC1I1
SLC25A13	SLC25A13
SEM1	SEM1
SDHAF3	SDHAF3
ASNS	ASNS
AC079781.5	AC079781.5
LMTK2	LMTK2
TECPR1	TECPR1
BRI3	BRI3
BAIAP2L1	BAIAP2L1
AC093799.1	AC093799.1
TRRAP	TRRAP
AC004893.3	AC004893.3
SMURF1	SMURF1
ARPC1A	ARPC1A
ARPC1B	ARPC1B
PDAP1	PDAP1
BUD31	BUD31
PTCD1	PTCD1
CPSF4	CPSF4
ATP5MF	ATP5MF
ZNF789	ZNF789
ZNF394	ZNF394
ZKSCAN5	ZKSCAN5
FAM200A	FAM200A
ZNF655	ZNF655
TMEM225B	TMEM225B
ZSCAN25	ZSCAN25
CYP3A5	CYP3A5
TRIM4	TRIM4
AZGP1	AZGP1
AC004522.5	AC004522.5
ZKSCAN1	ZKSCAN1
ZSCAN21	ZSCAN21
ZNF3	ZNF3
COPS6	COPS6
MCM7	MCM7
AP4M1	AP4M1
TAF6	TAF6
AC073842.2	AC073842.2
CNPY4	CNPY4
MBLAC1	MBLAC1
LAMTOR4	LAMTOR4
MAP11	MAP11
GAL3ST4	GAL3ST4
GPC2	GPC2
STAG3	STAG3
CASTOR3	CASTOR3
PVRIG	PVRIG
SPDYE3	SPDYE3
PILRB	PILRB
PILRA	PILRA
ZCWPW1	ZCWPW1
MEPCE	MEPCE
PPP1R35	PPP1R35
AC092849.1	AC092849.1
C7orf61	C7orf61
TSC22D4	TSC22D4
AC092849.3	AC092849.3
NYAP1	NYAP1
AC069281.1	AC069281.1
AGFG2	AGFG2
SAP25	SAP25
LRCH4	LRCH4
FBXO24	FBXO24
PCOLCE	PCOLCE
MOSPD3	MOSPD3
TFR2	TFR2
GNB2	GNB2
GIGYF1	GIGYF1
POP7	POP7
EPHB4	EPHB4
SLC12A9	SLC12A9
TRIP6	TRIP6
SRRT	SRRT
UFSP1	UFSP1
ACHE	ACHE
MUC12	MUC12
AC105446.1	AC105446.1
TRIM56	TRIM56
SERPINE1	SERPINE1
AP1S1	AP1S1
VGF	VGF
MOGAT3	MOGAT3
PLOD3	PLOD3
ZNHIT1	ZNHIT1
CLDN15	CLDN15
FIS1	FIS1
AC006329.1	AC006329.1
IFT22	IFT22
CUX1	CUX1
AC005096.1	AC005096.1
AC005072.1	AC005072.1
SH2B2	SH2B2
SPDYE6	SPDYE6
PRKRIP1	PRKRIP1
ORAI2	ORAI2
ALKBH4	ALKBH4
LRWD1	LRWD1
POLR2J	POLR2J
RASA4B	RASA4B
UPK3BL2	UPK3BL2
POLR2J3	POLR2J3
RASA4	RASA4
AC105052.4	AC105052.4
UPK3BL1	UPK3BL1
POLR2J2	POLR2J2
FAM185A	FAM185A
FBXL13	FBXL13
LRRC17	LRRC17
NFE4	NFE4
ARMC10	ARMC10
NAPEPLD	NAPEPLD
PMPCB	PMPCB
DNAJC2	DNAJC2
PSMC2	PSMC2
SLC26A5	SLC26A5
ORC5	ORC5
LHFPL3-AS2	LHFPL3-AS2
AC007384.1	AC007384.1
LINC01004	LINC01004
KMT2E-AS1	KMT2E-AS1
KMT2E	KMT2E
AC005070.3	AC005070.3
SRPK2	SRPK2
AC004884.2	AC004884.2
PUS7	PUS7
RINT1	RINT1
EFCAB10	EFCAB10
AC073073.2	AC073073.2
ATXN7L1	ATXN7L1
CDHR3	CDHR3
SYPL1	SYPL1
NAMPT	NAMPT
AC007032.1	AC007032.1
AC004917.1	AC004917.1
AC005050.3	AC005050.3
CCDC71L	CCDC71L
LINC02577	LINC02577
PIK3CG	PIK3CG
PRKAR2B	PRKAR2B
AC006387.1	AC006387.1
HBP1	HBP1
AC004492.1	AC004492.1
COG5	COG5
GPR22	GPR22
DUS4L	DUS4L
AC004839.2	AC004839.2
BCAP29	BCAP29
SLC26A4-AS1	SLC26A4-AS1
SLC26A4	SLC26A4
AC002467.1	AC002467.1
CBLL1	CBLL1
DLD	DLD
LAMB1	LAMB1
AC005046.1	AC005046.1
NRCAM	NRCAM
PNPLA8	PNPLA8
THAP5	THAP5
DNAJB9	DNAJB9
AC005487.1	AC005487.1
IMMP2L	IMMP2L
LRRN3	LRRN3
DOCK4	DOCK4
DOCK4-AS1	DOCK4-AS1
ZNF277	ZNF277
IFRD1	IFRD1
LSMEM1	LSMEM1
TMEM168	TMEM168
BMT2	BMT2
GPR85	GPR85
SMIM30	SMIM30
FOXP2	FOXP2
MDFIC	MDFIC
LINC01393	LINC01393
TFEC	TFEC
TES	TES
CAV2	CAV2
CAV1	CAV1
MET	MET
CAPZA2	CAPZA2
ST7-AS1	ST7-AS1
ST7	ST7
ST7-OT4	ST7-OT4
AC002542.6	AC002542.6
CTTNBP2	CTTNBP2
LSM8	LSM8
TSPAN12	TSPAN12
ING3	ING3
CPED1	CPED1
AC006364.1	AC006364.1
WNT16	WNT16
FAM3C	FAM3C
AASS	AASS
CADPS2	CADPS2
IQUB	IQUB
NDUFA5	NDUFA5
ASB15	ASB15
WASL	WASL
AC006333.2	AC006333.2
POT1	POT1
POT1-AS1	POT1-AS1
ZNF800	ZNF800
GCC1	GCC1
ARF5	ARF5
FSCN3	FSCN3
SND1	SND1
SND1-IT1	SND1-IT1
LRRC4	LRRC4
LEP	LEP
RBM28	RBM28
PRRT4	PRRT4
IMPDH1	IMPDH1
HILPDA	HILPDA
METTL2B	METTL2B
AC090114.2	AC090114.2
AC018638.7	AC018638.7
FAM71F2	FAM71F2
AC018638.6	AC018638.6
FAM71F1	FAM71F1
CALU	CALU
CCDC136	CCDC136
FLNC	FLNC
KCP	KCP
ATP6V1F	ATP6V1F
ATP6V1FNB	ATP6V1FNB
IRF5	IRF5
TNPO3	TNPO3
TSPAN33	TSPAN33
SMO	SMO
AHCYL2	AHCYL2
AC009244.2	AC009244.2
STRIP2	STRIP2
SMKR1	SMKR1
AC078846.1	AC078846.1
NRF1	NRF1
UBE2H	UBE2H
AC073320.1	AC073320.1
ZC3HC1	ZC3HC1
KLHDC10	KLHDC10
AC087071.1	AC087071.1
TMEM209	TMEM209
CPA5	CPA5
CEP41	CEP41
MEST	MEST
AC007938.2	AC007938.2
COPG2	COPG2
AUXG01000058.1	AUXG01000058.1
TSGA13	TSGA13
AC016831.7	AC016831.7
LINC00513	LINC00513
AC016831.1	AC016831.1
AC016831.5	AC016831.5
AC058791.1	AC058791.1
LINC-PINT	LINC-PINT
MKLN1	MKLN1
MKLN1-AS	MKLN1-AS
AC008264.2	AC008264.2
PODXL	PODXL
PLXNA4	PLXNA4
AC018643.1	AC018643.1
CHCHD3	CHCHD3
EXOC4	EXOC4
LRGUK	LRGUK
SLC35B4	SLC35B4
AKR1B1	AKR1B1
BPGM	BPGM
CALD1	CALD1
AGBL3	AGBL3
CYREN	CYREN
TMEM140	TMEM140
AC083862.2	AC083862.2
AC083862.3	AC083862.3
WDR91	WDR91
AC009542.1	AC009542.1
CNOT4	CNOT4
NUP205	NUP205
STMP1	STMP1
SLC13A4	SLC13A4
AC015987.1	AC015987.1
MTPN	MTPN
AC078845.1	AC078845.1
PTN	PTN
DGKI	DGKI
CREB3L2	CREB3L2
AKR1D1	AKR1D1
TRIM24	TRIM24
SVOPL	SVOPL
ATP6V0A4	ATP6V0A4
TMEM213	TMEM213
KIAA1549	KIAA1549
ZC3HAV1L	ZC3HAV1L
ZC3HAV1	ZC3HAV1
TTC26	TTC26
UBN2	UBN2
FMC1	FMC1
LUC7L2	LUC7L2
AC083880.1	AC083880.1
HIPK2	HIPK2
TBXAS1	TBXAS1
PARP12	PARP12
KDM7A	KDM7A
KDM7A-DT	KDM7A-DT
SLC37A3	SLC37A3
MKRN1	MKRN1
ADCK2	ADCK2
NDUFB2	NDUFB2
NDUFB2-AS1	NDUFB2-AS1
BRAF	BRAF
MRPS33	MRPS33
AGK	AGK
AC004918.1	AC004918.1
DENND11	DENND11
AC004918.4	AC004918.4
WEE2-AS1	WEE2-AS1
SSBP1	SSBP1
TAS2R4	TAS2R4
MGAM	MGAM
CLEC5A	CLEC5A
MGAM2	MGAM2
TRBV3-1	TRBV3-1
TRBV5-1	TRBV5-1
TRBV6-1	TRBV6-1
TRBV4-2	TRBV4-2
TRBV7-3	TRBV7-3
TRBV9	TRBV9
TRBV6-5	TRBV6-5
TRBV5-4	TRBV5-4
TRBV7-9	TRBV7-9
TRBV13	TRBV13
TRBV14	TRBV14
TRBV18	TRBV18
TRBV19	TRBV19
TRBV20-1	TRBV20-1
TRBV21-1	TRBV21-1
MTRNR2L6	MTRNR2L6
TRBV27	TRBV27
TRBV28	TRBV28
AC244472.1	AC244472.1
TRBV29-1	TRBV29-1
TRBC1	TRBC1
TRBC2	TRBC2
EPHB6	EPHB6
GSTK1	GSTK1
AC073342.1	AC073342.1
CASP2	CASP2
CLCN1	CLCN1
FAM131B	FAM131B
AC093673.2	AC093673.2
AC093673.1	AC093673.1
ZYX	ZYX
EPHA1	EPHA1
EPHA1-AS1	EPHA1-AS1
TCAF2	TCAF2
TCAF1	TCAF1
OR2A25	OR2A25
ARHGEF35	ARHGEF35
AC004889.1	AC004889.1
OR2A1-AS1	OR2A1-AS1
ARHGEF5	ARHGEF5
TPK1	TPK1
CNTNAP2	CNTNAP2
AC005229.4	AC005229.4
CUL1	CUL1
EZH2	EZH2
AC073140.2	AC073140.2
AC073140.1	AC073140.1
GHET1	GHET1
PDIA4	PDIA4
ZNF786	ZNF786
ZNF425	ZNF425
ZNF398	ZNF398
ZNF282	ZNF282
ZNF212	ZNF212
ZNF783	ZNF783
AC073314.1	AC073314.1
ZNF777	ZNF777
ZNF746	ZNF746
KRBA1	KRBA1
ZNF467	ZNF467
SSPO	SSPO
ZNF862	ZNF862
AC004877.1	AC004877.1
ATP6V0E2-AS1	ATP6V0E2-AS1
ATP6V0E2	ATP6V0E2
AC093458.1	AC093458.1
AC092666.1	AC092666.1
AC006008.1	AC006008.1
ACTR3C	ACTR3C
ZBED6CL	ZBED6CL
LRRC61	LRRC61
RARRES2	RARRES2
REPIN1	REPIN1
ZNF775	ZNF775
AC073111.4	AC073111.4
LINC00996	LINC00996
GIMAP8	GIMAP8
GIMAP7	GIMAP7
GIMAP4	GIMAP4
GIMAP6	GIMAP6
GIMAP2	GIMAP2
GIMAP1	GIMAP1
GIMAP5	GIMAP5
TMEM176B	TMEM176B
TMEM176A	TMEM176A
AOC1	AOC1
KCNH2	KCNH2
NOS3	NOS3
ATG9B	ATG9B
ABCB8	ABCB8
ASIC3	ASIC3
CDK5	CDK5
SLC4A2	SLC4A2
FASTK	FASTK
TMUB1	TMUB1
AGAP3	AGAP3
AC021097.2	AC021097.2
ABCF2	ABCF2
CHPF2	CHPF2
SMARCD3	SMARCD3
AC021097.1	AC021097.1
NUB1	NUB1
WDR86	WDR86
WDR86-AS1	WDR86-AS1
RHEB	RHEB
PRKAG2	PRKAG2
AC093583.1	AC093583.1
PRKAG2-AS1	PRKAG2-AS1
GALNT11	GALNT11
AC006017.1	AC006017.1
KMT2C	KMT2C
LINC01003	LINC01003
XRCC2	XRCC2
ACTR3B	ACTR3B
PAXIP1-AS2	PAXIP1-AS2
PAXIP1	PAXIP1
PAXIP1-AS1	PAXIP1-AS1
AC099552.1	AC099552.1
AC144652.1	AC144652.1
INSIG1	INSIG1
EN2	EN2
AC009403.2	AC009403.2
AC009403.1	AC009403.1
RBM33	RBM33
LINC01006	LINC01006
RNF32	RNF32
AC005534.1	AC005534.1
LMBR1	LMBR1
NOM1	NOM1
MNX1	MNX1
UBE3C	UBE3C
DNAJB6	DNAJB6
AC006372.3	AC006372.3
PTPRN2	PTPRN2
AC011899.2	AC011899.2
AC011899.3	AC011899.3
NCAPG2	NCAPG2
ESYT2	ESYT2
WDR60	WDR60
VIPR2	VIPR2
ZNF596	ZNF596
AC004908.2	AC004908.2
AC004908.3	AC004908.3
FBXO25	FBXO25
ERICH1	ERICH1
DLGAP2	DLGAP2
CLN8	CLN8
AC100810.3	AC100810.3
AC100810.1	AC100810.1
ARHGEF10	ARHGEF10
KBTBD11	KBTBD11
MYOM2	MYOM2
AC245164.2	AC245164.2
AC246817.2	AC246817.2
AC246817.1	AC246817.1
AC016065.1	AC016065.1
